****** Levels
 8.49102203E+15      4.    2  'O II 4So 1'  0   0.  0
  0.5927  0.6107  0.7790  0.9609  1.0790  1.1092  1.0481  0.8995  0.6819  0.4193
  0.1726 -0.0123 -0.1255 -0.1811 -0.2431 -0.3162 -0.3544 -0.3841 -0.4798 -0.5802
 -0.7803 -1.5124 -2.7786
  19  30   1    106      0      0      0   5.867E-20   0.000E+00
   0.003   0.283   0.359   0.563   0.670   1.542
  -0.542  -1.567  -2.000  -1.968  -2.370  -4.958
  20  30   1    109      0      0      0   7.733E-20   0.000E+00
  -0.002   0.221   0.372   0.510   0.599   0.639   0.772   0.879   1.586
  -0.408  -0.926  -1.190  -1.243  -0.535  -1.380  -1.401  -1.486  -3.609
  21  30   1    169      0      0      0   1.899E-19   0.000E+00
 -0.0360  0.0998  0.1257  0.1451  0.1580  0.1839  0.1903  0.2033  0.2097  0.2162
  0.2485  0.2679  0.2938  0.3261  0.3391  0.3455  0.3520  0.3843  0.3908  0.4037
  0.4167  0.4231  0.4296  0.4361  0.4425  0.4490  0.4555  0.4619  0.4749  0.4813
  0.4878  0.4943  0.5007  0.5072  0.5137  0.5201  0.5266  0.5330  0.5460  0.5524
  0.5589  0.5654  0.5783  0.5912  0.5977  0.6042  0.6106  0.6171  0.6236  0.6300
  0.6365  0.6430  0.6494  0.6559  0.6624  0.6688  0.6753  0.6818  0.6882  0.6947
  0.7012  0.7076  0.7141  0.7335  0.7723  0.8564  0.9533  1.0051  1.6179
  0.0034 -0.0508 -0.0415 -0.0183 -0.0391 -0.0997 -0.1309 -0.2226 -0.2521 -0.2621
 -0.2100 -0.2179 -0.2310 -0.2117 -0.1937 -0.1949 -0.2051 -0.1846 -0.0419  0.2761
  0.7821  0.9628  1.0485  1.0350  0.9256  0.7231  0.4386  0.2583 -0.0288  0.2647
  0.5817  0.8318  0.9878  1.0449  1.0028  0.8657  0.6387  0.3368 -0.3688 -0.6167
 -0.7259 -0.7621 -0.7891 -0.7919 -0.7569 -0.5972 -0.1822  0.3149  0.8019  1.1667
  1.4100  1.5400  1.5606  1.4750  1.2821  0.9935  0.6369  0.2059 -0.2436 -0.5706
 -0.8464 -0.9074 -0.9344 -0.9615 -0.9955 -1.1072 -1.2254 -1.3730 -3.2140
  22  30   1    199      0      0      0   1.002E-19   0.000E+00
 -0.0376 -0.0312 -0.0247 -0.0182 -0.0118  0.0012  0.0076  0.0206  0.0270  0.0399
  0.0464  0.0529  0.0593  0.0723  0.0787  0.1111  0.1499  0.1693  0.1887  0.2145
  0.2210  0.2404  0.2469  0.2533  0.2598  0.2727  0.2792  0.3051  0.3374  0.3439
  0.3568  0.3633  0.3697  0.3891  0.3956  0.4085  0.4150  0.4214  0.4279  0.4344
  0.4408  0.4473  0.4538  0.4602  0.4667  0.4796  0.4861  0.4926  0.4990  0.5055
  0.5120  0.5184  0.5249  0.5314  0.5378  0.5443  0.5508  0.5572  0.5637  0.5702
  0.5766  0.5896  0.5960  0.6025  0.6090  0.6154  0.6219  0.6284  0.6348  0.6413
  0.6478  0.6542  0.6607  0.6672  0.6736  0.6801  0.6866  0.6995  0.7060  0.7124
  0.7189  0.7447  0.7706  0.7771  0.8029  0.8353  0.8547  0.8611  0.8676  0.8741
  0.8805  0.8870  0.8935  0.9064  0.9193  0.9258  0.9646  1.0034  1.6335
  0.2923  0.3152  0.3149  0.2753  0.1926 -0.0259 -0.1132 -0.1145 -0.0810  0.0362
  0.0707  0.0692  0.0361 -0.0499 -0.0706 -0.1186 -0.1513 -0.1619 -0.2016 -0.2171
 -0.2125 -0.1236 -0.1081 -0.1230 -0.1573 -0.2411 -0.2688 -0.2876 -0.3040 -0.2866
