****** Levels
 3.51607927E+15      4.    1  'n1   4So 1'  0   0.  0
  13  17  -1   0   1      0      0   6.604E-01   2.000E-01
  F  1  7  0.  0.
  13  18   0   0   4      0      0   0.000E+00   5.000E-02
  13  19   0   0   4      0      0   0.000E+00   5.000E-02
  13  20  -1   0   1      0      0   1.595E-01   2.000E-01
  F  1  7  0.  0.
  13  21   0   0   4      0      0   0.000E+00   5.000E-02
  14  15   0   0   4      0      0   0.000E+00   5.000E-02
  14  16  -1   0   1      0      0   1.299E+00   2.000E-01
  F  1  7  0.  0.
  14  17   0   0   4      0      0   0.000E+00   5.000E-02
  14  18   0   0   4      0      0   0.000E+00   5.000E-02
  14  19   0   0   4      0      0   0.000E+00   5.000E-02
  14  20   0   0   4      0      0   0.000E+00   5.000E-02
  14  21  -1   0   1      0      0   5.998E-01   2.000E-01
  F  1  7  0.  0.
  15  16   0   0   4      0      0   0.000E+00   5.000E-02
  15  17  -1   0   1      0      0   1.259E+00   2.000E-01
  F  1  7  0.  0.
  15  18   0   0   4      0      0   0.000E+00   5.000E-02
  15  19   0   0   4      0      0   0.000E+00   5.000E-02
  15  20  -1   0   1      0      0   6.449E-01   2.000E-01
  F  1  7  0.  0.
  15  21   0   0   4      0      0   0.000E+00   5.000E-02
  16  17   0   0   4      0      0   0.000E+00   5.000E-02
  16  18   0   0   4      0      0   0.000E+00   5.000E-02
  16  19  -1   0   1      0      0   1.064E+00   2.000E-01
  F  1  7  0.  0.
  16  20   0   0   4      0      0   0.000E+00   5.000E-02
  16  21   0   0   4      0      0   0.000E+00   5.000E-02
  17  18  -1   0   1      0      0   7.791E-01   2.000E-01
  F  1  7  0.  0.
  17  19   0   0   4      0      0   0.000E+00   5.000E-02
  17  20   0   0   4      0      0   0.000E+00   5.000E-02
  17  21   0   0   4      0      0   0.000E+00   5.000E-02
  18  19   0   0   4      0      0   0.000E+00   5.000E-02
  18  20  -1   0   1      0      0   2.517E+00   7.000E-01
  F  1  7  0.  0.
  18  21   0   0   4      0      0   0.000E+00   5.000E-02
  19  20   0   0   4      0      0   0.000E+00   5.000E-02
  19  21  -1   0   1      0      0   2.442E+00   7.000E-01
  F  1  7  0.  0.
  20  21   0   0   4      0      0   0.000E+00   5.000E-02
